category,model,brand,series,data_level,title,url,tag,content,date,_index,relevant,label
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,[測試] 風冷-Intel 265K挑戰AMD 9900X搭技嘉5080,https://www.ptt.cc/bbs/PC_Shopping/M.1772017890.A.4A8.html,推,有在跑python平行運算，265k真的猛,02/26/2026,8347,True,正評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [請益] intel u7 265K散熱器(非水冷)選購問題,https://www.ptt.cc/bbs/PC_Shopping/M.1767687508.A.2A0.html,推,只有4.7G 真的慘兮兮,01/06/2026,8352,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [請益] intel u7 265K散熱器(非水冷)選購問題,https://www.ptt.cc/bbs/PC_Shopping/M.1767687508.A.2A0.html,→,夏天豈不要降成4.5G了,01/06/2026,8353,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,[請益] intel u7 265K散熱器(非水冷)選購問題,https://www.ptt.cc/bbs/PC_Shopping/M.1766615470.A.606.html,→,這顆要是壓不下來 也是該換水冷了吧,12/25/2025,8357,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,[請益] intel u7 265K散熱器(非水冷)選購問題,https://www.ptt.cc/bbs/PC_Shopping/M.1766615470.A.606.html,→,我是看過這顆U用雙塔單扇滿載跑到104度....,12/25/2025,8358,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,[請益] intel u7 265K散熱器(非水冷)選購問題,https://www.ptt.cc/bbs/PC_Shopping/M.1766615470.A.606.html,→,"不超頻夠用, 超頻請直上360水冷",12/25/2025,8361,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,[請益] intel u7 265K散熱器(非水冷)選購問題,https://www.ptt.cc/bbs/PC_Shopping/M.1766615470.A.606.html,→,這顆跑300瓦會105度 250瓦還好,12/25/2025,8363,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,[請益] intel u7 265K散熱器(非水冷)選購問題,https://www.ptt.cc/bbs/PC_Shopping/M.1766615470.A.606.html,→,送的NX600就夠用了 要超頻要剪輯,12/25/2025,8365,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,[請益] intel u7 265K散熱器(非水冷)選購問題,https://www.ptt.cc/bbs/PC_Shopping/M.1766615470.A.606.html,→,正常的話 70-80度都還算壓的住,12/25/2025,8369,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,[請益] intel u7 265K散熱器(非水冷)選購問題,https://www.ptt.cc/bbs/PC_Shopping/M.1766615470.A.606.html,推,貓頭鷹在溫度表現上就持平而已 貓貓的特點,12/25/2025,8372,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,[請益] intel u7 265K散熱器(非水冷)選購問題,https://www.ptt.cc/bbs/PC_Shopping/M.1766615470.A.606.html,→,翻到LGA1700那邊實測能解到310.8W,12/25/2025,8375,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,[請益] intel u7 265K散熱器(非水冷)選購問題,https://www.ptt.cc/bbs/PC_Shopping/M.1766615470.A.606.html,→,再好一些就FSP MP7 321.2W,12/25/2025,8376,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,[請益] intel u7 265K散熱器(非水冷)選購問題,https://www.ptt.cc/bbs/PC_Shopping/M.1766615470.A.606.html,→,被降頻，印象頻率5.06G，瓦數220，溫度,12/26/2025,8381,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,[請益] intel u7 265K散熱器(非水冷)選購問題,https://www.ptt.cc/bbs/PC_Shopping/M.1766615470.A.606.html,→,5.06G就是被降頻了 265K正常應該5.3,12/26/2025,8383,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,[請益] intel u7 265K散熱器(非水冷)選購問題,https://www.ptt.cc/bbs/PC_Shopping/M.1766615470.A.606.html,→,265請直接買水冷,01/06/2025,8386,True,正評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] US 亞馬遜PRIME DAY 285K 265K 特價,https://www.ptt.cc/bbs/PC_Shopping/M.1759886173.A.436.html,→,就可以跑滿265KF,10/08/2025,8388,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] US 亞馬遜PRIME DAY 285K 265K 特價,https://www.ptt.cc/bbs/PC_Shopping/M.1759886173.A.436.html,→,只要不介意ICU這擠牙膏產品。,10/08/2025,8391,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] US 亞馬遜PRIME DAY 285K 265K 特價,https://www.ptt.cc/bbs/PC_Shopping/M.1759886173.A.436.html,→,265KF就算了吧,10/08/2025,8392,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] US 亞馬遜PRIME DAY 285K 265K 特價,https://www.ptt.cc/bbs/PC_Shopping/M.1759886173.A.436.html,→,沒了QSV ICU就沒有優勢了,10/08/2025,8393,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] US 亞馬遜PRIME DAY 285K 265K 特價,https://www.ptt.cc/bbs/PC_Shopping/M.1759886173.A.436.html,→,這代的亮點就是內顯，主機板的話買Z890送的,10/08/2025,8394,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] US 亞馬遜PRIME DAY 285K 265K 特價,https://www.ptt.cc/bbs/PC_Shopping/M.1759886173.A.436.html,→,因為壓錯邊了吧 以為I生產力很強 殊不知,10/08/2025,8397,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] 美國 Ultra 7 265K 265KF 降價送水冷,https://www.ptt.cc/bbs/PC_Shopping/M.1759803525.A.A01.html,→,印特爾說u2 cp值超高 現在降價 直接飛,10/07/2025,8409,True,正評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] 美國 Ultra 7 265K 265KF 降價送水冷,https://www.ptt.cc/bbs/PC_Shopping/M.1759803525.A.A01.html,推,265K賣這價挺不錯了,10/07/2025,8415,True,正評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] 美國 Ultra 7 265K 265KF 降價送水冷,https://www.ptt.cc/bbs/PC_Shopping/M.1759803525.A.A01.html,推,台幣7500很可以了 比7700強 生產遊,10/07/2025,8423,True,正評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] 美國 Ultra 7 265K 265KF 降價送水冷,https://www.ptt.cc/bbs/PC_Shopping/M.1759803525.A.A01.html,推,價格不錯啊 買一代撐5年那種可以,10/07/2025,8425,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] 美國 Ultra 7 265K 265KF 降價送水冷,https://www.ptt.cc/bbs/PC_Shopping/M.1759803525.A.A01.html,→,265K也沒熱到需要上水吧,10/07/2025,8426,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] 美國 Ultra 7 265K 265KF 降價送水冷,https://www.ptt.cc/bbs/PC_Shopping/M.1759803525.A.A01.html,→,265K還是裝水冷比較好，日本某YT有用技,10/10/2025,8437,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] 美國 Ultra 7 265K 265KF 降價送水冷,https://www.ptt.cc/bbs/PC_Shopping/M.1759803525.A.A01.html,→,"嘉的Z890開ultra turbo mode,LV3可以衝",10/10/2025,8438,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] 美國 Ultra 7 265K 265KF 降價送水冷,https://www.ptt.cc/bbs/PC_Shopping/M.1759803525.A.A01.html,→,不過即使沒開測滿載也可以測到接近300w,10/10/2025,8439,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [情報] 原價屋 265K/KF 又降價了!?加225F,https://www.ptt.cc/bbs/PC_Shopping/M.1752558103.A.F67.html,→,規格比小白鵰強一大節,07/15/2025,8465,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [情報] 原價屋 265K/KF 又降價了!?加225F,https://www.ptt.cc/bbs/PC_Shopping/M.1752558103.A.F67.html,推,只剩信徒會買了吧,07/15/2025,8473,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [情報] 原價屋 265K/KF 又降價了!?加225F,https://www.ptt.cc/bbs/PC_Shopping/M.1752558103.A.F67.html,推,再降$2000以上才有吸引力，不然組7700,07/15/2025,8475,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [情報] 原價屋 265K/KF 又降價了!?加225F,https://www.ptt.cc/bbs/PC_Shopping/M.1752558103.A.F67.html,推,7700跟265K要選哪個？,07/15/2025,8494,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [情報] 原價屋 265K/KF 又降價了!?加225F,https://www.ptt.cc/bbs/PC_Shopping/M.1752558103.A.F67.html,推,看需求 7700還是比較便宜 打遊戲也夠用 CP,07/15/2025,8495,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [情報] 原價屋 265K/KF 又降價了!?加225F,https://www.ptt.cc/bbs/PC_Shopping/M.1752558103.A.F67.html,→,值比較高...純打遊戲的情況,07/15/2025,8498,True,正評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [情報] 原價屋 265K/KF 又降價了!?加225F,https://www.ptt.cc/bbs/PC_Shopping/M.1752558103.A.F67.html,推,沒價值啊，AM4還能升級16核或x3d,07/15/2025,8502,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [情報] 原價屋 265K/KF 又降價了!?加225F,https://www.ptt.cc/bbs/PC_Shopping/M.1752558103.A.F67.html,→,有信仰或有需求 那還是可以買,07/15/2025,8506,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [情報] 原價屋 265K/KF 又降價了!?加225F,https://www.ptt.cc/bbs/PC_Shopping/M.1752558103.A.F67.html,推,只談入門級效能的話265生產力是高於97的,07/15/2025,8509,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [情報] 原價屋 265K/KF 又降價了!?加225F,https://www.ptt.cc/bbs/PC_Shopping/M.1752558103.A.F67.html,→,說I家優勢是多核，但穩定性問題都要關小核,07/15/2025,8515,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [情報] 原價屋 265K/KF 又降價了!?加225F,https://www.ptt.cc/bbs/PC_Shopping/M.1752558103.A.F67.html,推,Intel這代完全沒誘因去買 腳位只能一,07/15/2025,8521,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [情報] 原價屋 265K/KF 又降價了!?加225F,https://www.ptt.cc/bbs/PC_Shopping/M.1752558103.A.F67.html,→,只能搭雞排板，Pass,07/15/2025,8523,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [情報] 原價屋 265K/KF 又降價了!?加225F,https://www.ptt.cc/bbs/PC_Shopping/M.1752558103.A.F67.html,推,板子有夠貴，cpu打5折也沒用,07/15/2025,8524,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [情報] 原價屋 265K/KF 又降價了!?加225F,https://www.ptt.cc/bbs/PC_Shopping/M.1752558103.A.F67.html,→,其實這價錢可以買，考慮到下一代大,07/15/2025,8535,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [情報] 原價屋 265K/KF 又降價了!?加225F,https://www.ptt.cc/bbs/PC_Shopping/M.1752558103.A.F67.html,推,板+u 1萬內可以考慮看看 價錢還不夠香,07/15/2025,8537,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [情報] 原價屋 265K/KF 又降價了!?加225F,https://www.ptt.cc/bbs/PC_Shopping/M.1752558103.A.F67.html,→,u+板 售價持平或比7700+板貴1000以內就值,07/15/2025,8539,True,正評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [情報] 原價屋 265K/KF 又降價了!?加225F,https://www.ptt.cc/bbs/PC_Shopping/M.1752558103.A.F67.html,→,得買，冷知識 ： 265K比7700X遊戲強一點,07/15/2025,8540,True,正評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [情報] 原價屋 265K/KF 又降價了!?加225F,https://www.ptt.cc/bbs/PC_Shopping/M.1752558103.A.F67.html,→,265k生產力對標9900x 遊戲對標7700x,07/15/2025,8542,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [情報] 原價屋 265K/KF 又降價了!?加225F,https://www.ptt.cc/bbs/PC_Shopping/M.1752558103.A.F67.html,→,265 u+板要是能10k，那確實有點香了,07/15/2025,8543,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [情報] 原價屋 265K/KF 又降價了!?加225F,https://www.ptt.cc/bbs/PC_Shopping/M.1752558103.A.F67.html,推,只論CPU 這價錢可以買 7700是上一代的,07/15/2025,8544,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [情報] 原價屋 265K/KF 又降價了!?加225F,https://www.ptt.cc/bbs/PC_Shopping/M.1752558103.A.F67.html,→,265K對標得對象是9700X 已經比較便宜了,07/15/2025,8545,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [情報] 原價屋 265K/KF 又降價了!?加225F,https://www.ptt.cc/bbs/PC_Shopping/M.1752558103.A.F67.html,推,265k玩3a要調D2D跟NGU 配高頻記憶體,07/15/2025,8549,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [情報] 原價屋 265K/KF 又降價了!?加225F,https://www.ptt.cc/bbs/PC_Shopping/M.1752558103.A.F67.html,推,I荒有勇氣點!265K搭中階B860這個價就買,07/15/2025,8558,True,正評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [情報] 原價屋 265K/KF 又降價了!?加225F,https://www.ptt.cc/bbs/PC_Shopping/M.1752558103.A.F67.html,→,啊Intel這代還能說嘴的 待機功耗比A,07/15/2025,8571,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [情報] 原價屋 265K/KF 又降價了!?加225F,https://www.ptt.cc/bbs/PC_Shopping/M.1752558103.A.F67.html,→,"等於9700X ; 265K 3A遊戲微輸9700X, 生產",07/15/2025,8573,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [情報] 原價屋 265K/KF 又降價了!?加225F,https://www.ptt.cc/bbs/PC_Shopping/M.1752558103.A.F67.html,→,力約等於9900X ; 285K 3A遊戲約等於9950X,07/15/2025,8574,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [情報] 原價屋 265K/KF 又降價了!?加225F,https://www.ptt.cc/bbs/PC_Shopping/M.1752558103.A.F67.html,→,價錢，還是選am5吧，傻了才買intel,07/15/2025,8578,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [情報] 原價屋 265K/KF 又降價了!?加225F,https://www.ptt.cc/bbs/PC_Shopping/M.1752558103.A.F67.html,推,爛在倉庫裡吧 現在不是沒I不行,07/15/2025,8579,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [情報] 原價屋 265K/KF 又降價了!?加225F,https://www.ptt.cc/bbs/PC_Shopping/M.1752558103.A.F67.html,→,這代就是正常發揮而已，前兩代超到,07/15/2025,8585,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [情報] 原價屋 265K/KF 又降價了!?加225F,https://www.ptt.cc/bbs/PC_Shopping/M.1752558103.A.F67.html,→,同時快取大幅度加大，LLC每核心達到2MB，,07/16/2025,8593,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [情報] 原價屋 265K/KF 又降價了!?加225F,https://www.ptt.cc/bbs/PC_Shopping/M.1752558103.A.F67.html,→,死貴不懂得何時該變價，中階規格又不靈活,07/16/2025,8598,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,Re: [情報] 原價屋 265K/KF 又降價了!?加225F,https://www.ptt.cc/bbs/PC_Shopping/M.1752558103.A.F67.html,→,8通道DDR5 5600 64GB裝下去，頻寬屌打雙通,07/16/2025,8601,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] 美亞Intel 265KF再降價+120F流出？,https://www.ptt.cc/bbs/PC_Shopping/M.1750478355.A.49E.html,→,"265K降到7990單賣就可以了吧, 根本不用",06/21/2025,8643,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] 美亞Intel 265KF再降價+120F流出？,https://www.ptt.cc/bbs/PC_Shopping/M.1750478355.A.49E.html,推,"265k搭配精奧z890, cp值都有了",06/21/2025,8662,True,正評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] 美亞Intel 265KF再降價+120F流出？,https://www.ptt.cc/bbs/PC_Shopping/M.1750478355.A.49E.html,→,265K要搭z890來超 沒超很爛 但z890很貴,06/21/2025,8673,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] 美亞Intel 265KF再降價+120F流出？,https://www.ptt.cc/bbs/PC_Shopping/M.1750478355.A.49E.html,推,腳位都要改了誰還買這個啊...就算是I 粉也,06/21/2025,8677,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] 美亞Intel 265KF再降價+120F流出？,https://www.ptt.cc/bbs/PC_Shopping/M.1750478355.A.49E.html,→,還是免洗 這是先天Intel自殘設計代價,06/22/2025,8694,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] 美亞Intel 265KF再降價+120F流出？,https://www.ptt.cc/bbs/PC_Shopping/M.1750478355.A.49E.html,→,Intel CPU沒長進，只想換腳位。不如買AM,06/23/2025,8701,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,[菜單] 75K Ultra7-265K剪片荒野PS跑圖,https://www.ptt.cc/bbs/PC_Shopping/M.1746698959.A.2EA.html,→,"原廠並沒有散熱器, 就算有壓不住",05/08/2025,8732,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,[菜單] 75K Ultra7-265K剪片荒野PS跑圖,https://www.ptt.cc/bbs/PC_Shopping/M.1746698959.A.2EA.html,→,較好，你買這種進風在下面的機殼cpu就要,05/08/2025,8748,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,[菜單] 75K Ultra7-265K剪片荒野PS跑圖,https://www.ptt.cc/bbs/PC_Shopping/M.1746698959.A.2EA.html,→,cpu便宜一千 但主板會貴兩三千,05/08/2025,8753,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,[菜單] 75K Ultra7-265K剪片荒野PS跑圖,https://www.ptt.cc/bbs/PC_Shopping/M.1746698959.A.2EA.html,推,intel最新的BIOS是把很多東西都鎖住不給動,05/08/2025,8763,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,[菜單] 75K Ultra7-265K剪片荒野PS跑圖,https://www.ptt.cc/bbs/PC_Shopping/M.1746698959.A.2EA.html,→,仰沒有那麼值 差不多價位leadex vii,05/09/2025,8776,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,[菜單] 75K Ultra7-265K剪片荒野PS跑圖,https://www.ptt.cc/bbs/PC_Shopping/M.1746698959.A.2EA.html,→,"剪片買intel很正常啊,qsv好用",05/09/2025,8779,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,[菜單] 75K Ultra7-265K剪片荒野PS跑圖,https://www.ptt.cc/bbs/PC_Shopping/M.1746698959.A.2EA.html,→,剪輯買265k沒問題，然後rog電源就是信仰,05/09/2025,8780,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,[菜單] 75K Ultra7-265K剪片荒野PS跑圖,https://www.ptt.cc/bbs/PC_Shopping/M.1746698959.A.2EA.html,→,稅，長城代工的東西，效能也普普,05/09/2025,8781,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號,[菜單] 75K Ultra7-265K剪片荒野PS跑圖,https://www.ptt.cc/bbs/PC_Shopping/M.1746698959.A.2EA.html,→,貴 錢花在那顆眼睛的信仰上,05/09/2025,8786,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] U7 265KF U7 265K 搭華擎特價活動,https://www.ptt.cc/bbs/PC_Shopping/M.1745992089.A.CBE.html,推,還行。在殺一點點有點可能變香,04/30/2025,8803,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] U7 265KF U7 265K 搭華擎特價活動,https://www.ptt.cc/bbs/PC_Shopping/M.1745992089.A.CBE.html,→,確實 265K(有內顯) 搭板7700 才OK,04/30/2025,8807,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] U7 265KF U7 265K 搭華擎特價活動,https://www.ptt.cc/bbs/PC_Shopping/M.1745992089.A.CBE.html,推,別買 板廠繼續押寶ICU 活該,04/30/2025,8816,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] U7 265KF U7 265K 搭華擎特價活動,https://www.ptt.cc/bbs/PC_Shopping/M.1745992089.A.CBE.html,推,U貴 板貴 效能輸 又捨不得跳水 慘,04/30/2025,8825,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] U7 265KF U7 265K 搭華擎特價活動,https://www.ptt.cc/bbs/PC_Shopping/M.1745992089.A.CBE.html,推,CPU+板1萬的話我覺得可以考慮啦,04/30/2025,8830,True,正評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] U7 265KF U7 265K 搭華擎特價活動,https://www.ptt.cc/bbs/PC_Shopping/M.1745992089.A.CBE.html,→,690好歹有三代U可以換 890就一代,04/30/2025,8833,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] U7 265KF U7 265K 搭華擎特價活動,https://www.ptt.cc/bbs/PC_Shopping/M.1745992089.A.CBE.html,推,ICU+火燒板 頂中之頂,04/30/2025,8839,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] U7 265KF U7 265K 搭華擎特價活動,https://www.ptt.cc/bbs/PC_Shopping/M.1745992089.A.CBE.html,→,至少要能跟147+z790打,04/30/2025,8840,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] U7 265KF U7 265K 搭華擎特價活動,https://www.ptt.cc/bbs/PC_Shopping/M.1745992089.A.CBE.html,推,太貴了，小數點進一位才可以考慮,04/30/2025,8843,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] U7 265KF U7 265K 搭華擎特價活動,https://www.ptt.cc/bbs/PC_Shopping/M.1745992089.A.CBE.html,→,"不是超頻關係, 是B860無法調整ngu/d2d頻率",04/30/2025,8848,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] U7 265KF U7 265K 搭華擎特價活動,https://www.ptt.cc/bbs/PC_Shopping/M.1745992089.A.CBE.html,→,結果ICU內顯也沒特別強,05/01/2025,8864,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] 微星 Z890 + 265K 265KF 促銷,https://www.ptt.cc/bbs/PC_Shopping/M.1745804861.A.C13.html,→,會供電不夠直接當機嗎，感覺這次cpu不,04/28/2025,8871,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] 微星 Z890 + 265K 265KF 促銷,https://www.ptt.cc/bbs/PC_Shopping/M.1745804861.A.C13.html,→,265K+Z板 $16K或是 265K+B板 $14K才值得買,04/28/2025,8874,True,正評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] 微星 Z890 + 265K 265KF 促銷,https://www.ptt.cc/bbs/PC_Shopping/M.1745804861.A.C13.html,→,只有一代壽命還賣10K以上 買到撞到,04/28/2025,8884,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] Core Ultra 7 265KF 專案降售$8800,https://www.ptt.cc/bbs/PC_Shopping/M.1743553547.A.35B.html,→,"沒3D封裝技術真的爆死, 假設265K L3增加到",04/02/2025,8937,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] Core Ultra 7 265KF 專案降售$8800,https://www.ptt.cc/bbs/PC_Shopping/M.1743553547.A.35B.html,推,腳位是還好 問題核心還是CPU太盤,04/02/2025,8966,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] Core Ultra 7 265KF 專案降售$8800,https://www.ptt.cc/bbs/PC_Shopping/M.1743553547.A.35B.html,→,卡 這二個最容易壞的 撐不了10年,04/02/2025,8972,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] Core Ultra 7 265KF 專案降售$8800,https://www.ptt.cc/bbs/PC_Shopping/M.1743553547.A.35B.html,推,有問題吧，記憶體控制器硬傷,04/02/2025,8989,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] Core Ultra 7 265KF 專案降售$8800,https://www.ptt.cc/bbs/PC_Shopping/M.1743553547.A.35B.html,推,"架構問題,無解,只能靠高頻記憶體彌補",04/02/2025,8990,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] Core Ultra 7 265KF 專案降售$8800,https://www.ptt.cc/bbs/PC_Shopping/M.1743553547.A.35B.html,→,格 配上 9700X 的效能外加更省電,04/02/2025,8993,True,正評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] Core Ultra 7 265KF 專案降售$8800,https://www.ptt.cc/bbs/PC_Shopping/M.1743553547.A.35B.html,→,打不過，除了不會縮缸也沒有優點了。,04/02/2025,9002,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] Core Ultra 7 265KF 專案降售$8800,https://www.ptt.cc/bbs/PC_Shopping/M.1743553547.A.35B.html,→,這一代就是求穩，但就是過渡產品，INTE,04/07/2025,9008,True,中立
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] 欣亞265KF+Z890+32*2+ GEN4 2T $22290,https://www.ptt.cc/bbs/PC_Shopping/M.1742800145.A.9B7.html,→,"不香吧, 除非綁正常貨 6000 CL30 / T500或",03/24/2025,9017,True,負評
CPU,Intel Core Ultra 7 265K,Intel,Core Ultra 7,型號(情報),[情報] 欣亞265KF+Z890+32*2+ GEN4 2T $22290,https://www.ptt.cc/bbs/PC_Shopping/M.1742800145.A.9B7.html,推,"不過以生產力為主的, 推薦, 扣除32*2 / 2T",03/24/2025,9026,True,正評
